Iter	 Iter_time	 Master	 Subprob	 Full_Test	 argmax	Iter_acc	 Master_acc	 Subprob_acc	 Full_Test_acc	 argmax_acc
151	 0.003718	 0.003651	 0.000024	 0.000000	 0.000023	0.520174	 0.505211	 0.006931	 0.000000	 0.004569
152	 0.003449	 0.003298	 0.000064	 0.000000	 0.000049	0.523623	 0.508509	 0.006995	 0.000000	 0.004618
153	 0.003438	 0.003371	 0.000023	 0.000000	 0.000023	0.527061	 0.511880	 0.007018	 0.000000	 0.004641
154	 0.003550	 0.003444	 0.000041	 0.000000	 0.000045	0.530611	 0.515324	 0.007059	 0.000000	 0.004686
155	 0.003795	 0.003714	 0.000034	 0.000000	 0.000026	0.534406	 0.519038	 0.007093	 0.000000	 0.004712
156	 0.003455	 0.003331	 0.000051	 0.000000	 0.000051	0.537861	 0.522369	 0.007144	 0.000000	 0.004763
157	 0.003574	 0.003507	 0.000025	 0.000000	 0.000023	0.541435	 0.525876	 0.007169	 0.000000	 0.004786
158	 0.003938	 0.003808	 0.000058	 0.000000	 0.000050	0.545373	 0.529684	 0.007227	 0.000000	 0.004836
159	 0.003668	 0.003583	 0.000037	 0.000000	 0.000026	0.549041	 0.533267	 0.007264	 0.000000	 0.004862
160	 0.004605	 0.004483	 0.000048	 0.000000	 0.000050	0.553646	 0.537750	 0.007312	 0.000000	 0.004912
161	 0.003551	 0.003462	 0.000042	 0.000000	 0.000027	0.557197	 0.541212	 0.007354	 0.000000	 0.004939
162	 0.003114	 0.002997	 0.000045	 0.000000	 0.000049	0.560311	 0.544209	 0.007399	 0.000000	 0.004988
163	 0.003102	 0.003025	 0.000034	 0.000000	 0.000025	0.563413	 0.547234	 0.007433	 0.000000	 0.005013
164	 0.003546	 0.003422	 0.000052	 0.000000	 0.000051	0.566959	 0.550656	 0.007485	 0.000000	 0.005064
165	 0.003508	 0.003430	 0.000036	 0.000000	 0.000025	0.570467	 0.554086	 0.007521	 0.000000	 0.005089
166	 0.003634	 0.003521	 0.000043	 0.000000	 0.000050	0.574101	 0.557607	 0.007564	 0.000000	 0.005139
167	 0.003264	 0.003194	 0.000024	 0.000000	 0.000026	0.577365	 0.560801	 0.007588	 0.000000	 0.005165
168	 0.003279	 0.003167	 0.000042	 0.000000	 0.000051	0.580644	 0.563968	 0.007630	 0.000000	 0.005216
169	 0.003222	 0.003156	 0.000023	 0.000000	 0.000024	0.583866	 0.567124	 0.007653	 0.000000	 0.005240
170	 0.003287	 0.003160	 0.000056	 0.000000	 0.000050	0.587153	 0.570284	 0.007709	 0.000000	 0.005290
171	 0.003766	 0.003693	 0.000025	 0.000000	 0.000029	0.590919	 0.573977	 0.007734	 0.000000	 0.005319
172	 0.003582	 0.003466	 0.000042	 0.000000	 0.000052	0.594501	 0.577443	 0.007776	 0.000000	 0.005371
173	 0.004304	 0.004213	 0.000043	 0.000000	 0.000027	0.598805	 0.581656	 0.007819	 0.000000	 0.005398
174	 0.003361	 0.003234	 0.000054	 0.000000	 0.000051	0.602166	 0.584890	 0.007873	 0.000000	 0.005449
175	 0.003710	 0.003628	 0.000034	 0.000000	 0.000027	0.605876	 0.588518	 0.007907	 0.000000	 0.005476
176	 0.003576	 0.003450	 0.000049	 0.000000	 0.000053	0.609452	 0.591968	 0.007956	 0.000000	 0.005529
177	 0.003785	 0.003696	 0.000035	 0.000000	 0.000035	0.613237	 0.595664	 0.007991	 0.000000	 0.005564
178	 0.003309	 0.003181	 0.000052	 0.000000	 0.000059	0.616546	 0.598845	 0.008043	 0.000000	 0.005623
179	 0.003471	 0.003399	 0.000025	 0.000000	 0.000027	0.620017	 0.602244	 0.008068	 0.000000	 0.005650
180	 0.003561	 0.003415	 0.000061	 0.000000	 0.000058	0.623578	 0.605659	 0.008129	 0.000000	 0.005708
181	 0.002699	 0.002600	 0.000047	 0.000000	 0.000033	0.626277	 0.608259	 0.008176	 0.000000	 0.005741
182	 0.003508	 0.003384	 0.000046	 0.000000	 0.000059	0.629785	 0.611643	 0.008222	 0.000000	 0.005800
183	 0.003260	 0.003176	 0.000032	 0.000000	 0.000033	0.633045	 0.614819	 0.008254	 0.000000	 0.005833
184	 0.003407	 0.003254	 0.000052	 0.000000	 0.000062	0.636452	 0.618073	 0.008306	 0.000000	 0.005895
185	 0.003389	 0.003312	 0.000031	 0.000000	 0.000027	0.639841	 0.621385	 0.008337	 0.000000	 0.005922
186	 0.003797	 0.003676	 0.000045	 0.000000	 0.000054	0.643638	 0.625061	 0.008382	 0.000000	 0.005976
187	 0.003954	 0.003871	 0.000034	 0.000000	 0.000029	0.647592	 0.628932	 0.008416	 0.000000	 0.006005
188	 0.003176	 0.003047	 0.000053	 0.000000	 0.000055	0.650768	 0.631979	 0.008469	 0.000000	 0.006060
189	 0.002995	 0.002920	 0.000033	 0.000000	 0.000024	0.653763	 0.634899	 0.008502	 0.000000	 0.006084
190	 0.003593	 0.003451	 0.000054	 0.000000	 0.000055	0.657356	 0.638350	 0.008556	 0.000000	 0.006139
191	 0.003249	 0.003169	 0.000033	 0.000000	 0.000028	0.660605	 0.641519	 0.008589	 0.000000	 0.006167
192	 0.004022	 0.003896	 0.000053	 0.000000	 0.000054	0.664627	 0.645415	 0.008642	 0.000000	 0.006221
193	 0.003371	 0.003290	 0.000033	 0.000000	 0.000029	0.667998	 0.648705	 0.008675	 0.000000	 0.006250
194	 0.003321	 0.003188	 0.000046	 0.000000	 0.000056	0.671319	 0.651893	 0.008721	 0.000000	 0.006306
195	 0.003235	 0.003146	 0.000032	 0.000000	 0.000036	0.674554	 0.655039	 0.008753	 0.000000	 0.006342
196	 0.003336	 0.003209	 0.000046	 0.000000	 0.000060	0.677890	 0.658248	 0.008799	 0.000000	 0.006402
197	 0.003633	 0.003551	 0.000033	 0.000000	 0.000029	0.681523	 0.661799	 0.008832	 0.000000	 0.006431
198	 0.003025	 0.002885	 0.000052	 0.000000	 0.000056	0.684548	 0.664684	 0.008884	 0.000000	 0.006487
199	 0.003083	 0.002998	 0.000033	 0.000000	 0.000034	0.687631	 0.667682	 0.008917	 0.000000	 0.006521
200	 0.004041	 0.003903	 0.000054	 0.000000	 0.000065	0.691672	 0.671585	 0.008971	 0.000000	 0.006586
201	 0.003307	 0.003214	 0.000040	 0.000000	 0.000034	0.694979	 0.674799	 0.009011	 0.000000	 0.006620
202	 0.003315	 0.003172	 0.000056	 0.000000	 0.000066	0.698294	 0.677971	 0.009067	 0.000000	 0.006686
203	 0.003276	 0.003136	 0.000082	 0.000000	 0.000033	0.701570	 0.681107	 0.009149	 0.000000	 0.006719
204	 0.003774	 0.003628	 0.000055	 0.000000	 0.000057	0.705344	 0.684735	 0.009204	 0.000000	 0.006776
205	 0.003473	 0.003391	 0.000032	 0.000000	 0.000029	0.708817	 0.688126	 0.009236	 0.000000	 0.006805
206	 0.004223	 0.004087	 0.000058	 0.000000	 0.000057	0.713040	 0.692213	 0.009294	 0.000000	 0.006862
207	 0.004224	 0.004142	 0.000034	 0.000000	 0.000028	0.717264	 0.696355	 0.009328	 0.000000	 0.006890
208	 0.003994	 0.003846	 0.000061	 0.000000	 0.000061	0.721258	 0.700201	 0.009389	 0.000000	 0.006951
209	 0.003684	 0.003605	 0.000031	 0.000000	 0.000027	0.724942	 0.703806	 0.009420	 0.000000	 0.006978
210	 0.003624	 0.003493	 0.000053	 0.000000	 0.000057	0.728566	 0.707299	 0.009473	 0.000000	 0.007035
211	 0.003529	 0.003450	 0.000032	 0.000000	 0.000028	0.732095	 0.710749	 0.009505	 0.000000	 0.007063
212	 0.003494	 0.003363	 0.000052	 0.000000	 0.000058	0.735589	 0.714112	 0.009557	 0.000000	 0.007121
213	 0.003483	 0.003408	 0.000024	 0.000000	 0.000030	0.739072	 0.717520	 0.009581	 0.000000	 0.007151
214	 0.003406	 0.003286	 0.000042	 0.000000	 0.000060	0.742478	 0.720806	 0.009623	 0.000000	 0.007211
215	 0.003383	 0.003301	 0.000032	 0.000000	 0.000030	0.745861	 0.724107	 0.009655	 0.000000	 0.007241
216	 0.003447	 0.003311	 0.000055	 0.000000	 0.000057	0.749308	 0.727418	 0.009710	 0.000000	 0.007298
217	 0.003686	 0.003605	 0.000031	 0.000000	 0.000030	0.752994	 0.731023	 0.009741	 0.000000	 0.007328
218	 0.003397	 0.003263	 0.000054	 0.000000	 0.000056	0.756391	 0.734286	 0.009795	 0.000000	 0.007384
219	 0.003721	 0.003639	 0.000032	 0.000000	 0.000030	0.760112	 0.737925	 0.009827	 0.000000	 0.007414
220	 0.003556	 0.003430	 0.000045	 0.000000	 0.000059	0.763668	 0.741355	 0.009872	 0.000000	 0.007473
221	 0.003678	 0.003595	 0.000032	 0.000000	 0.000031	0.767346	 0.744950	 0.009904	 0.000000	 0.007504
222	 0.003748	 0.003611	 0.000054	 0.000000	 0.000060	0.771094	 0.748561	 0.009958	 0.000000	 0.007564
223	 0.003558	 0.003473	 0.000035	 0.000000	 0.000030	0.774652	 0.752034	 0.009993	 0.000000	 0.007594
224	 0.003667	 0.003544	 0.000043	 0.000000	 0.000056	0.778319	 0.755578	 0.010036	 0.000000	 0.007650
